;Unnamed: 0;id;smiles;compound_class;compound_subclass;name;molecular_weight;formula;cas_number;created_at;updated_at;SMILES_check;Std_SMILES;Parent_SMILES
30;30;37;COC1=CC(=CC(OC)=C1O)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@H]1OC[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Anthocyanins;Malvidin 3-O-arabinoside;463.411;C22H23O11;;2005-01-27 00:00:00 UTC;2015-05-10 23:28:37 UTC;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@H]2OC[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@H]2OC[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@H]2OC[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O
31;31;39;[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Anthocyanins;Delphinidin 3-O-(6''-acetyl-glucoside);507.421;C23H23O13;;2005-03-25 11:36:49 UTC;2015-05-10 23:28:37 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)O[C@]1([H])COC(C)=O
32;32;40;[H][C@]1(COC(C)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O;Flavonoids;Anthocyanins;Petunidin 3-O-(6''-acetyl-galactoside);521.448;C24H25O13;;2005-03-25 11:36:49 UTC;2015-05-10 23:28:37 UTC;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(OC)c2)O[C@]([H])(COC(C)=O)[C@]1([H])O;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(OC)c2)O[C@]([H])(COC(C)=O)[C@]1([H])O;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(OC)c2)O[C@]([H])(COC(C)=O)[C@]1([H])O
33;33;41;[H][C@]1(COC(C)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O;Flavonoids;Anthocyanins;Peonidin 3-O-(6''-acetyl-galactoside);505.448;C24H25O12;;2005-03-25 11:36:49 UTC;2015-05-10 23:28:37 UTC;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(OC)c2)O[C@]([H])(COC(C)=O)[C@]1([H])O;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)cc2)O[C@]([H])(COC(C)=O)[C@]1([H])O;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)cc2)O[C@]([H])(COC(C)=O)[C@]1([H])O
34;34;42;[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Anthocyanins;Cyanidin 3-O-(6''-acetyl-glucoside);491.422;C23H23O12;;2005-03-25 11:36:49 UTC;2015-05-10 23:28:37 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)O[C@]1([H])COC(C)=O
35;35;43;[H][C@]1(COC(C)=O)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(OC)=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O;Flavonoids;Anthocyanins;Malvidin 3-O-(6''-acetyl-galactoside);535.474;C25H27O13;;2005-03-25 11:36:49 UTC;2015-05-10 23:28:37 UTC;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)c(OC)c2)O[C@]([H])(COC(C)=O)[C@]1([H])O;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)c(OC)c2)O[C@]([H])(COC(C)=O)[C@]1([H])O;[H][C@@]1(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)c(OC)c2)O[C@]([H])(COC(C)=O)[C@]1([H])O
36;36;44;[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(OC)=C(O)C(O)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Anthocyanins;Petunidin 3-O-(6''-acetyl-glucoside);521.448;C24H25O13;;2005-03-25 11:36:49 UTC;2015-05-10 23:28:37 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(OC)c2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)c(O)c2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)c(O)c2)O[C@]1([H])COC(C)=O
37;37;46;COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C(C=C1OC1OC(COC(C)=O)C(O)C(O)C1O)C(O)=CC(O)=C2;Flavonoids;Anthocyanins;Malvidin 3-O-(6''-acetyl-glucoside);535.474;C25H27O13;;2005-03-25 11:36:49 UTC;2015-05-10 23:28:37 UTC;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2OC2OC(COC(C)=O)C(O)C(O)C2O)cc(OC)c1O;COc1cc(-c2[o+]c3c(cc2OC2OC(COC(C)=O)C(O)C(O)C2O)c(O)cc(O)c3)cc(OC)c1O;COc1cc(-c2[o+]c3c(cc2OC2OC(COC(C)=O)C(O)C(O)C2O)c(O)cc(O)c3)cc(OC)c1O
38;38;47;[H][C@]1(COC(C)=O)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Anthocyanins;Peonidin 3-O-(6''-acetyl-glucoside);505.448;C24H25O12;;2005-03-29 00:00:00 UTC;2015-05-10 23:28:37 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(OC)c2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(cc(O)cc3O)[o+]c2-c2cc(OC)c(O)cc2)O[C@]1([H])COC(C)=O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(cc(O)cc3O)[o+]c2-c2cc(OC)c(O)cc2)O[C@]1([H])COC(C)=O
39;39;48;[H][C@]1(CO)O[C@]([H])(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Anthocyanins;Pelargonidin 3-O-arabinoside;403.359;C20H19O9;;2005-04-26 10:01:14 UTC;2015-05-10 23:28:37 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)O[C@]1([H])CO;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)O[C@]1([H])CO;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)O[C@]1([H])CO
40;40;49;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC(O)=C(O)C(O)=C3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Anthocyanins;Delphinidin 3-O-rutinoside;611.525;C27H31O16;15674-58-5;2005-01-27 00:00:00 UTC;2015-05-10 23:28:37 UTC;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O;C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc4c(O)cc(O)cc4[o+]c3-c3cc(O)c(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O
41;41;50;[Cl-].OC[C@H]1O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C=C2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O;Flavonoids;Anthocyanins;Cyanidin 3-O-sambubioside;616.952;C26H29ClO15;;2005-01-28 11:35:21 UTC;2015-05-10 23:28:38 UTC;OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Cl-];OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)cc2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.[Cl-];OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)cc2)[C@H](O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O
42;42;51;O[C@@H]1[C@@H](COC(=O)CC(O)=O)O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)[C@H](O)[C@H]1O;Flavonoids;Anthocyanins;Pelargonidin 3-O-(6''-malonyl-glucoside);519.432;C24H23O13;;2005-01-28 16:02:36 UTC;2015-05-10 23:28:38 UTC;O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O;O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O;O=C(O)CC(=O)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O
43;43;52;[H][C@]1(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(OC)=C(O)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Anthocyanins;Peonidin 3-O-(6''-p-coumaroyl-glucoside);609.554;C31H29O13;;2005-09-07 16:35:35 UTC;2015-05-10 23:28:38 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(OC)c2)O[C@]1([H])COC(=O)/C=C/c1ccc(O)cc1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)cc2)O[C@]1([H])COC(=O)/C=C/c1ccc(O)cc1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(OC)c(O)cc2)O[C@]1([H])COC(=O)/C=C/c1ccc(O)cc1
44;44;53;[H][C@]1(CO)O[C@@]([H])(OC2=CC3=C(C=C(O)C=C3O)[O+]=C2C2=CC(O)=C(O)C=C2)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Anthocyanins;Cyanidin 3-O-xyloside;419.359;C20H19O10;;2005-02-04 16:35:08 UTC;2015-05-10 23:28:38 UTC;[H][C@@]1(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(Oc2cc3c(cc(O)cc3O)[o+]c2-c2cc(O)c(O)cc2)O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(Oc2cc3c(cc(O)cc3O)[o+]c2-c2cc(O)c(O)cc2)O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O
45;45;54;[Cl-].COC1=CC(=CC(OC)=C1O)C1=[O+]C2=CC(O)=CC(O)=C2C=C1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O;Flavonoids;Anthocyanins;Malvidin 3-O-galactoside;528.89;C23H25ClO12;30113-37-2;2005-02-04 00:00:00 UTC;2015-05-10 23:28:38 UTC;COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O.[Cl-];COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O.[Cl-];COc1cc(-c2[o+]c3cc(O)cc(O)c3cc2O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)cc(OC)c1O
46;47;56;[H][C@@]1(C)O[C@@]([H])(OC[C@@]2([H])O[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC(O)=C(O)C=C3)[C@]([H])(O)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Anthocyanins;Petunidin 3-O-rutinoside;595.526;C27H31O15;;2005-04-26 14:03:55 UTC;2015-05-10 23:28:38 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)O[C@]1([H])CO[C@]1([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(cc(O)cc3O)[o+]c2-c2cc(O)c(O)cc2)O[C@]1([H])CO[C@]1([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)[C@]([H])(Oc2cc3c(cc(O)cc3O)[o+]c2-c2cc(O)c(O)cc2)O[C@]1([H])CO[C@]1([H])O[C@@]([H])(C)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
47;48;57;[H][C@]1(CO)O[C@@]([H])(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(O)=C2)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Anthocyanins;Delphinidin 3-O-xyloside;435.358;C20H19O11;;2005-04-26 14:08:36 UTC;2015-05-10 23:28:38 UTC;[H][C@@]1(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O;[H][C@@]1(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)O[C@]([H])(CO)[C@]([H])(O)[C@@]1([H])O
48;49;58;[H][C@]1(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=C([O+]=C3C=C(O)C=C(O)C3=C2)C2=CC(O)=C(O)C(OC)=C2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O;Flavonoids;Anthocyanins;Petunidin 3-O-(6''-p-coumaroyl-glucoside);625.554;C31H29O14;;2005-04-26 14:28:39 UTC;2015-05-10 23:28:38 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(OC)c2)O[C@]1([H])COC(=O)/C=C/c1ccc(O)cc1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(OC)c2)O[C@]1([H])COC(=O)/C=C/c1ccc(O)cc1;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O)C(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(OC)c2)O[C@]1([H])COC(=O)/C=C/c1ccc(O)cc1
49;50;59;OC[C@H]1O[C@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@H]1O;Flavonoids;Anthocyanins;Pelargonidin 3-O-galactoside;433.385;C21H21O10;;2005-04-26 14:28:39 UTC;2015-05-10 23:28:38 UTC;OC[C@H]1O[C@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O;OC[C@H]1O[C@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O;OC[C@H]1O[C@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)[C@H](O)[C@@H](O)[C@H]1O
50;51;60;[H][C@@]1(O)CO[C@@]([H])(O[C@@]2([H])[C@@]([H])(OC3=CC4=C(C=C(O)C=C4O)[O+]=C3C3=CC=C(O)C=C3)O[C@]([H])(CO)[C@@]([H])(O)[C@]2([H])O)[C@]([H])(O)[C@@]1([H])O;Flavonoids;Anthocyanins;Pelargonidin 3-O-sambubioside;565.5;C26H29O14;;2005-04-26 14:59:33 UTC;2015-05-10 23:28:38 UTC;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O[C@]2([H])OC[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)cc2)O[C@]1([H])CO;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O[C@]2([H])OC[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(Oc2cc3c(cc(O)cc3O)[o+]c2-c2ccc(O)cc2)O[C@]1([H])CO;[H][C@]1(O)[C@]([H])(O)[C@@]([H])(O[C@]2([H])OC[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(Oc2cc3c(cc(O)cc3O)[o+]c2-c2ccc(O)cc2)O[C@]1([H])CO
51;52;61;OCC1OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)C(OC2OCC(O)C(O)C2O)C(O)C1O;Flavonoids;Anthocyanins;Delphinidin 3-O-sambubioside;597.499;C26H29O16;;2005-04-26 15:00:58 UTC;2015-05-10 23:28:38 UTC;OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(OC2OCC(O)C(O)C2O)C(O)C1O;OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(OC2OCC(O)C(O)C2O)C(O)C1O;OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)C(OC2OCC(O)C(O)C2O)C(O)C1O
52;53;62;CC1OC(OCC2OC(OC3=CC4=C(O)C=C(O)C=C4[O+]=C3C3=CC=C(O)C(O)=C3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O;Flavonoids;Anthocyanins;Cyanidin 3-O-xylosyl-rutinoside;727.641;C32H39O19;;2005-04-26 15:16:30 UTC;2015-05-10 23:28:38 UTC;CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O;CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O;CC1OC(OCC2OC(Oc3cc4c(O)cc(O)cc4[o+]c3-c3ccc(O)c(O)c3)C(OC3OCC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O
53;54;63;COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=CC(O)=C2;Flavonoids;Anthocyanins;Vitisin A;561.468;C26H25O14;142449-89-6;2005-09-08 12:26:42 UTC;2015-05-10 23:28:38 UTC;COc1cc(-c2[o+]c3cc(O)cc4c3c(c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C(C(=O)O)O4)cc(OC)c1O;COc1cc(-c2[o+]c3c4c(cc(O)c3)OC(C(=O)O)=Cc4c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O;COc1cc(-c2[o+]c3c4c(cc(O)c3)OC(C(=O)O)=Cc4c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O
54;55;64;O[C@@H]1[C@@H](COC(=O)\C=C\C2=CC=C(O)C=C2)O[C@@H](OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC(O)=C(O)C(O)=C2)[C@H](O)[C@H]1O;Flavonoids;Anthocyanins;Delphinidin 3-O-(6''-p-coumaroyl-glucoside);611.527;C30H27O14;;2005-09-08 13:42:36 UTC;2015-05-10 23:28:38 UTC;O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O;O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O;O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2cc3c(O)cc(O)cc3[o+]c2-c2cc(O)c(O)c(O)c2)[C@H](O)[C@@H](O)[C@@H]1O
55;56;65;COC1=CC(=CC(OC)=C1O)C1=[O+]C2=C3C(OC(=CC3=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C1=CC=C(O)C=C1)=CC(O)=C2;Flavonoids;Anthocyanins;Pigment A;609.554;C31H29O13;65445-21-8;2005-09-08 13:58:51 UTC;2015-05-10 23:28:38 UTC;COc1cc(-c2[o+]c3cc(O)cc4c3c(c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C=C(c2ccc(O)cc2)O4)cc(OC)c1O;COc1cc(-c2[o+]c3c4c(cc(O)c3)OC(c3ccc(O)cc3)=Cc4c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O;COc1cc(-c2[o+]c3c4c(cc(O)c3)OC(c3ccc(O)cc3)=Cc4c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O
56;57;68;OC1C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC2=CC3=C(O)C=C(O)C=C3[O+]=C2C2=CC=C(O)C(O)=C2)C(O)C1O;Flavonoids;Anthocyanins;Cyanidin 3-O-(6''-p-coumaroyl-glucoside);595.528;C30H27O13;;2005-04-26 14:28:39 UTC;2015-05-10 23:28:38 UTC;O=C(/C=C/c1ccc(O)cc1)OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O;O=C(/C=C/c1ccc(O)cc1)OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O;O=C(/C=C/c1ccc(O)cc1)OCC1OC(Oc2cc3c(O)cc(O)cc3[o+]c2-c2ccc(O)c(O)c2)C(O)C(O)C1O
57;58;69;OCC1OC(OC2=C3C=C(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)C(=[O+]C3=CC(O)=C2)C2=CC=C(O)C(O)=C2)C(O)C(O)C1O;Flavonoids;Anthocyanins;Cyanidin 3-O-sambubioside 5-O-glucoside;743.64;C32H39O20;;2005-04-26 14:28:39 UTC;2015-05-10 23:28:38 UTC;OCC1OC(Oc2cc(O)cc3[o+]c(-c4ccc(O)c(O)c4)c(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)cc23)C(O)C(O)C1O;OCC1OC(Oc2cc(O)cc3[o+]c(-c4ccc(O)c(O)c4)c(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)cc23)C(O)C(O)C1O;OCC1OC(Oc2cc(O)cc3[o+]c(-c4ccc(O)c(O)c4)c(OC4OC(CO)C(O)C(O)C4OC4OCC(O)C(O)C4O)cc23)C(O)C(O)C1O
